id,marital-status,occupation,relationship,race,gender
24710, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
24711, Never-married, Adm-clerical, Unmarried, Black, Female
24712, Married-civ-spouse, Other-service, Husband, White, Male
24713, Divorced, Sales, Unmarried, White, Female
24714, Married-civ-spouse, Exec-managerial, Husband, White, Male
24715, Never-married, ?, Own-child, Black, Female
24716, Never-married, Farming-fishing, Own-child, White, Female
24717, Never-married, Transport-moving, Not-in-family, White, Male
24718, Divorced, Adm-clerical, Unmarried, White, Female
24719, Divorced, Sales, Not-in-family, White, Female
24720, Married-civ-spouse, Transport-moving, Husband, White, Male
24721, Never-married, Handlers-cleaners, Own-child, White, Male
24722, Never-married, Sales, Not-in-family, White, Female
24723, Married-civ-spouse, Exec-managerial, Husband, White, Male
24724, Married-civ-spouse, Exec-managerial, Husband, White, Male
24725, Never-married, Adm-clerical, Own-child, White, Female
24726, Never-married, Transport-moving, Own-child, White, Male
24727, Never-married, Adm-clerical, Own-child, White, Female
24728, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
24729, Never-married, Adm-clerical, Other-relative, White, Female
24730, Married-civ-spouse, Craft-repair, Husband, White, Male
24731, Separated, Sales, Unmarried, White, Female
24732, Never-married, Other-service, Own-child, White, Female
24733, Married-civ-spouse, Transport-moving, Husband, White, Male
24734, Married-civ-spouse, Craft-repair, Husband, White, Male
24735, Married-civ-spouse, Exec-managerial, Husband, White, Male
24736, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male
24737, Never-married, Adm-clerical, Own-child, White, Male
24738, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
24739, Married-civ-spouse, Prof-specialty, Husband, White, Male
24740, Never-married, Handlers-cleaners, Own-child, White, Male
24741, Married-civ-spouse, Craft-repair, Husband, White, Male
24742, Married-civ-spouse, Craft-repair, Husband, White, Male
24743, Married-civ-spouse, Transport-moving, Husband, White, Male
24744, Married-civ-spouse, Transport-moving, Husband, White, Male
24745, Married-civ-spouse, Exec-managerial, Husband, White, Male
24746, Separated, Protective-serv, Not-in-family, Black, Male
24747, Married-civ-spouse, Prof-specialty, Husband, White, Male
24748, Never-married, Tech-support, Own-child, White, Female
24749, Separated, Sales, Unmarried, White, Female
24750, Married-civ-spouse, Craft-repair, Husband, White, Male
24751, Separated, Other-service, Not-in-family, White, Female
24752, Never-married, Machine-op-inspct, Unmarried, White, Male
24753, Never-married, ?, Own-child, White, Male
24754, Never-married, Other-service, Unmarried, Black, Female
24755, Never-married, Farming-fishing, Own-child, White, Male
24756, Never-married, Craft-repair, Not-in-family, White, Male
24757, Married-civ-spouse, Craft-repair, Husband, White, Male
24758, Divorced, Sales, Not-in-family, White, Female
24759, Never-married, Transport-moving, Own-child, White, Male
24760, Married-civ-spouse, Transport-moving, Husband, White, Male
24761, Married-civ-spouse, ?, Wife, Other, Female
24762, Widowed, Sales, Unmarried, White, Female
24763, Married-civ-spouse, Exec-managerial, Husband, White, Male
24764, Widowed, Sales, Not-in-family, White, Female
24765, Married-civ-spouse, Prof-specialty, Husband, White, Male
24766, Married-civ-spouse, Adm-clerical, Wife, White, Female
24767, Divorced, Other-service, Not-in-family, White, Female
24768, Divorced, Other-service, Not-in-family, White, Female
24769, Married-civ-spouse, Transport-moving, Husband, White, Male
24770, Never-married, Other-service, Not-in-family, White, Female
24771, Married-civ-spouse, Prof-specialty, Husband, White, Male
24772, Never-married, Craft-repair, Not-in-family, Black, Male
24773, Never-married, Other-service, Not-in-family, White, Female
24774, Never-married, ?, Not-in-family, White, Male
24775, Never-married, Adm-clerical, Not-in-family, White, Female
24776, Never-married, Prof-specialty, Not-in-family, White, Female
24777, Divorced, Adm-clerical, Unmarried, White, Male
24778, Divorced, Other-service, Not-in-family, Black, Female
24779, Married-civ-spouse, Prof-specialty, Husband, White, Male
24780, Married-civ-spouse, ?, Husband, White, Male
24781, Divorced, Prof-specialty, Unmarried, White, Male
24782, Never-married, ?, Own-child, White, Female
24783, Never-married, Prof-specialty, Own-child, Black, Female
24784, Never-married, Other-service, Not-in-family, Black, Female
24785, Never-married, Sales, Own-child, White, Female
24786, Divorced, Prof-specialty, Not-in-family, White, Female
24787, Divorced, Craft-repair, Not-in-family, White, Male
24788, Married-civ-spouse, ?, Husband, Black, Male
24789, Never-married, Prof-specialty, Not-in-family, White, Female
24790, Divorced, Exec-managerial, Unmarried, Black, Female
24791, Married-civ-spouse, Prof-specialty, Husband, White, Male
24792, Married-civ-spouse, Prof-specialty, Husband, White, Male
24793, Married-civ-spouse, Exec-managerial, Husband, White, Male
24794, Widowed, Craft-repair, Unmarried, Black, Female
24795, Never-married, Machine-op-inspct, Own-child, White, Female
24796, Married-civ-spouse, Adm-clerical, Wife, Black, Female
24797, Never-married, ?, Other-relative, Black, Female
24798, Married-civ-spouse, Farming-fishing, Husband, White, Male
24799, Never-married, Other-service, Not-in-family, White, Male
24800, Married-civ-spouse, Adm-clerical, Wife, White, Female
24801, Married-civ-spouse, Exec-managerial, Husband, White, Male
24802, Married-civ-spouse, Craft-repair, Husband, White, Male
24803, Never-married, Handlers-cleaners, Own-child, White, Male
24804, Never-married, Adm-clerical, Own-child, White, Female
24805, Never-married, Prof-specialty, Own-child, White, Male
24806, Never-married, Adm-clerical, Not-in-family, White, Female
24807, Married-civ-spouse, Craft-repair, Husband, White, Male
24808, Divorced, Craft-repair, Not-in-family, White, Male
24809, Married-civ-spouse, Transport-moving, Other-relative, White, Male
24810, Never-married, ?, Unmarried, White, Female
24811, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
24812, Married-civ-spouse, Craft-repair, Husband, White, Male
24813, Never-married, Tech-support, Own-child, Black, Female
24814, Married-civ-spouse, ?, Husband, White, Male
24815, Married-civ-spouse, Other-service, Husband, White, Male
24816, Married-civ-spouse, Adm-clerical, Other-relative, White, Female
24817, Never-married, Sales, Own-child, White, Male
24818, Married-civ-spouse, Other-service, Husband, White, Male
24819, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Male
24820, Never-married, Other-service, Own-child, White, Female
24821, Never-married, Tech-support, Not-in-family, White, Female
24822, Never-married, ?, Own-child, White, Female
24823, Never-married, Prof-specialty, Unmarried, White, Female
24824, Married-civ-spouse, Exec-managerial, Husband, White, Male
24825, Never-married, Other-service, Own-child, White, Female
24826, Never-married, Tech-support, Other-relative, White, Female
24827, Divorced, Prof-specialty, Not-in-family, White, Female
24828, Never-married, Protective-serv, Not-in-family, White, Male
24829, Married-civ-spouse, ?, Husband, White, Male
24830, Never-married, Other-service, Own-child, White, Male
24831, Married-civ-spouse, Prof-specialty, Husband, White, Male
24832, Never-married, Machine-op-inspct, Own-child, White, Male
24833, Never-married, Exec-managerial, Not-in-family, White, Male
24834, Never-married, Protective-serv, Not-in-family, White, Male
24835, Married-civ-spouse, Prof-specialty, Husband, White, Male
24836, Married-civ-spouse, Prof-specialty, Husband, White, Male
24837, Married-civ-spouse, Craft-repair, Husband, White, Male
24838, Never-married, Adm-clerical, Not-in-family, White, Male
24839, Divorced, Handlers-cleaners, Not-in-family, White, Male
24840, Married-civ-spouse, Exec-managerial, Husband, White, Male
24841, Married-civ-spouse, Sales, Husband, White, Male
24842, Never-married, Farming-fishing, Own-child, White, Female
24843, Widowed, Other-service, Not-in-family, White, Female
24844, Married-civ-spouse, Craft-repair, Husband, White, Male
24845, Married-civ-spouse, Craft-repair, Husband, White, Male
24846, Never-married, Adm-clerical, Not-in-family, White, Female
24847, Divorced, Other-service, Unmarried, White, Female
24848, Married-civ-spouse, Prof-specialty, Husband, White, Male
24849, Divorced, Exec-managerial, Not-in-family, White, Male
24850, Never-married, Adm-clerical, Own-child, White, Male
24851, Married-civ-spouse, Exec-managerial, Husband, White, Male
24852, Never-married, Handlers-cleaners, Not-in-family, White, Male
24853, Never-married, Other-service, Unmarried, Black, Female
24854, Never-married, Other-service, Own-child, White, Male
24855, Never-married, Exec-managerial, Not-in-family, White, Female
24856, Never-married, Handlers-cleaners, Not-in-family, White, Male
24857, Never-married, Priv-house-serv, Unmarried, Black, Female
24858, Never-married, Exec-managerial, Not-in-family, Black, Female
24859, Married-civ-spouse, Craft-repair, Husband, White, Male
24860, Married-civ-spouse, Sales, Husband, White, Male
24861, Never-married, Machine-op-inspct, Other-relative, White, Male
24862, Never-married, Other-service, Own-child, White, Male
24863, Married-civ-spouse, Craft-repair, Husband, White, Male
24864, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male
24865, Widowed, Adm-clerical, Unmarried, White, Female
24866, Never-married, Craft-repair, Own-child, White, Male
24867, Married-civ-spouse, Sales, Husband, White, Male
24868, Divorced, Other-service, Not-in-family, White, Male
24869, Divorced, Farming-fishing, Unmarried, White, Male
24870, Never-married, Farming-fishing, Not-in-family, White, Male
24871, Never-married, Exec-managerial, Not-in-family, White, Female
24872, Never-married, Transport-moving, Not-in-family, White, Female
24873, Never-married, Sales, Not-in-family, Other, Male
24874, Never-married, Handlers-cleaners, Own-child, White, Male
24875, Married-civ-spouse, Sales, Husband, White, Male
24876, Divorced, ?, Not-in-family, White, Female
24877, Widowed, ?, Not-in-family, White, Female
24878, Married-spouse-absent, Protective-serv, Own-child, White, Female
24879, Never-married, Other-service, Own-child, White, Male
24880, Married-civ-spouse, Protective-serv, Husband, White, Male
24881, Married-civ-spouse, Sales, Wife, White, Female
24882, Married-civ-spouse, Sales, Husband, White, Male
24883, Divorced, Exec-managerial, Unmarried, White, Female
24884, Married-civ-spouse, Craft-repair, Husband, White, Male
24885, Divorced, Prof-specialty, Not-in-family, White, Female
24886, Never-married, Prof-specialty, Not-in-family, White, Female
24887, Divorced, Exec-managerial, Unmarried, White, Male
24888, Married-civ-spouse, Craft-repair, Husband, White, Male
24889, Divorced, Exec-managerial, Unmarried, White, Female
24890, Never-married, Prof-specialty, Own-child, White, Female
24891, Separated, Craft-repair, Unmarried, Black, Female
24892, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male
24893, Married-civ-spouse, Sales, Husband, White, Male
24894, Never-married, Machine-op-inspct, Not-in-family, White, Male
24895, Married-civ-spouse, ?, Husband, White, Male
24896, Married-civ-spouse, Protective-serv, Husband, White, Male
24897, Never-married, Adm-clerical, Unmarried, Black, Female
24898, Married-civ-spouse, Exec-managerial, Husband, White, Male
24899, Married-civ-spouse, Transport-moving, Husband, White, Male
24900, Never-married, Craft-repair, Unmarried, White, Female
24901, Married-civ-spouse, Exec-managerial, Husband, White, Male
24902, Never-married, Other-service, Own-child, White, Male
24903, Married-civ-spouse, ?, Husband, White, Male
24904, Widowed, Exec-managerial, Not-in-family, Black, Male
24905, Never-married, Sales, Not-in-family, White, Female
24906, Married-civ-spouse, Transport-moving, Husband, White, Male
24907, Married-civ-spouse, Exec-managerial, Husband, White, Male
24908, Married-civ-spouse, Prof-specialty, Wife, White, Female
24909, Married-civ-spouse, Prof-specialty, Husband, White, Male
24910, Never-married, Machine-op-inspct, Unmarried, Black, Female
24911, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female
24912, Widowed, Prof-specialty, Not-in-family, White, Female
24913, Separated, Adm-clerical, Unmarried, White, Male
24914, Never-married, ?, Own-child, White, Male
24915, Divorced, Other-service, Unmarried, Black, Female
24916, Married-civ-spouse, Craft-repair, Husband, White, Male
24917, Married-civ-spouse, Exec-managerial, Husband, White, Male
24918, Separated, Other-service, Unmarried, Black, Female
24919, Never-married, Machine-op-inspct, Unmarried, White, Female
24920, Married-civ-spouse, Sales, Wife, White, Female
24921, Never-married, Sales, Own-child, White, Female
24922, Divorced, Other-service, Unmarried, White, Female
24923, Married-civ-spouse, Exec-managerial, Husband, White, Male
24924, Married-civ-spouse, Prof-specialty, Husband, White, Male
24925, Widowed, Other-service, Not-in-family, White, Female
24926, Married-civ-spouse, Sales, Husband, White, Male
24927, Married-civ-spouse, Other-service, Husband, White, Male
24928, Divorced, Other-service, Unmarried, White, Female
24929, Never-married, Exec-managerial, Not-in-family, White, Male
24930, Married-civ-spouse, Adm-clerical, Husband, Black, Male
24931, Married-civ-spouse, Other-service, Husband, White, Male
24932, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male
24933, Never-married, Machine-op-inspct, Not-in-family, White, Female
24934, Married-civ-spouse, Exec-managerial, Husband, White, Male
24935, Never-married, Sales, Own-child, White, Female
24936, Never-married, Farming-fishing, Own-child, White, Male
24937, Married-civ-spouse, Adm-clerical, Husband, White, Male
24938, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
24939, Divorced, Prof-specialty, Unmarried, White, Female
24940, Divorced, Adm-clerical, Not-in-family, White, Male
24941, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male
24942, Married-spouse-absent, Adm-clerical, Unmarried, White, Female
24943, Never-married, Adm-clerical, Own-child, White, Female
24944, Married-civ-spouse, Sales, Husband, White, Male
24945, Never-married, Craft-repair, Not-in-family, White, Male
24946, Married-civ-spouse, Transport-moving, Husband, Black, Male
24947, Never-married, Adm-clerical, Not-in-family, White, Female
24948, Divorced, Adm-clerical, Not-in-family, White, Male
24949, Separated, Sales, Not-in-family, White, Female
24950, Never-married, ?, Unmarried, White, Female
24951, Never-married, Sales, Not-in-family, White, Female
24952, Never-married, Farming-fishing, Other-relative, White, Male
24953, Separated, Machine-op-inspct, Own-child, White, Male
24954, Never-married, Sales, Own-child, White, Male
24955, Never-married, Adm-clerical, Own-child, White, Male
24956, Never-married, Adm-clerical, Own-child, White, Male
24957, Married-civ-spouse, Adm-clerical, Husband, White, Male
24958, Married-civ-spouse, Sales, Husband, White, Male
24959, Married-civ-spouse, Protective-serv, Husband, Black, Male
24960, Married-civ-spouse, Adm-clerical, Wife, White, Female
24961, Never-married, Machine-op-inspct, Not-in-family, Black, Male
24962, Divorced, Exec-managerial, Unmarried, White, Male
24963, Never-married, Adm-clerical, Own-child, Black, Female
24964, Never-married, Other-service, Own-child, White, Male
24965, Divorced, Other-service, Unmarried, White, Female
24966, Never-married, Craft-repair, Not-in-family, White, Male
24967, Widowed, Sales, Unmarried, Black, Female
24968, Separated, Sales, Own-child, Amer-Indian-Eskimo, Male
24969, Married-civ-spouse, Protective-serv, Husband, White, Male
24970, Never-married, Exec-managerial, Not-in-family, White, Male
24971, Married-civ-spouse, Transport-moving, Husband, White, Male
24972, Divorced, Craft-repair, Unmarried, White, Male
24973, Married-civ-spouse, Sales, Husband, White, Male
24974, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
24975, Widowed, Prof-specialty, Unmarried, Black, Female
24976, Married-civ-spouse, Sales, Husband, Black, Male
24977, Married-civ-spouse, Tech-support, Husband, White, Male
24978, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
24979, Never-married, Exec-managerial, Not-in-family, White, Male
24980, Divorced, Sales, Not-in-family, White, Female
24981, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male
24982, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Male
24983, Never-married, Sales, Other-relative, White, Male
24984, Married-civ-spouse, Prof-specialty, Husband, White, Male
24985, Married-civ-spouse, Adm-clerical, Wife, White, Female
24986, Married-civ-spouse, Craft-repair, Husband, White, Male
24987, Never-married, Sales, Not-in-family, White, Female
24988, Divorced, Craft-repair, Not-in-family, White, Female
24989, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male
24990, Married-civ-spouse, Exec-managerial, Husband, White, Male
24991, Divorced, Transport-moving, Not-in-family, White, Male
24992, Divorced, Adm-clerical, Not-in-family, White, Female
24993, Married-civ-spouse, Craft-repair, Husband, White, Male
24994, Married-civ-spouse, Sales, Husband, White, Male
24995, Married-civ-spouse, Craft-repair, Husband, White, Male
24996, Married-civ-spouse, Transport-moving, Husband, White, Male
24997, Never-married, Farming-fishing, Own-child, White, Male
24998, Divorced, Craft-repair, Own-child, White, Female
24999, Never-married, ?, Unmarried, White, Male
25000, Married-civ-spouse, Prof-specialty, Wife, White, Female
25001, Divorced, Sales, Unmarried, White, Female
25002, Never-married, Prof-specialty, Own-child, White, Male
25003, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Male
25004, Married-civ-spouse, Sales, Husband, White, Male
25005, Never-married, Handlers-cleaners, Not-in-family, White, Male
25006, Never-married, Handlers-cleaners, Own-child, White, Male
25007, Married-civ-spouse, Craft-repair, Husband, White, Male
25008, Married-civ-spouse, Transport-moving, Husband, White, Male
25009, Divorced, Machine-op-inspct, Unmarried, White, Male
25010, Never-married, ?, Own-child, White, Male
25011, Never-married, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male
25012, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
25013, Married-civ-spouse, Exec-managerial, Husband, White, Male
25014, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
25015, Married-civ-spouse, Exec-managerial, Wife, White, Female
25016, Divorced, Other-service, Unmarried, Black, Female
25017, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female
25018, Divorced, Adm-clerical, Not-in-family, White, Female
25019, Married-civ-spouse, Craft-repair, Husband, White, Male
25020, Married-civ-spouse, Prof-specialty, Husband, White, Male
25021, Married-civ-spouse, Handlers-cleaners, Wife, White, Female
25022, Never-married, Craft-repair, Own-child, White, Male
25023, Never-married, Sales, Not-in-family, White, Male
25024, Married-civ-spouse, Prof-specialty, Husband, White, Male
25025, Never-married, Other-service, Not-in-family, White, Male
25026, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
25027, Married-civ-spouse, Tech-support, Husband, White, Male
25028, Married-civ-spouse, Sales, Husband, White, Male
25029, Married-civ-spouse, Craft-repair, Husband, Other, Male
25030, Married-civ-spouse, Transport-moving, Husband, White, Male
25031, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male
25032, Never-married, Exec-managerial, Other-relative, White, Female
25033, Never-married, Farming-fishing, Other-relative, Black, Male
25034, Married-civ-spouse, Transport-moving, Husband, White, Male
25035, Divorced, ?, Unmarried, White, Female
25036, Married-civ-spouse, Prof-specialty, Husband, White, Male
25037, Widowed, Other-service, Unmarried, White, Female
25038, Married-civ-spouse, Prof-specialty, Husband, White, Male
25039, Married-civ-spouse, Craft-repair, Husband, White, Male
25040, Married-civ-spouse, Sales, Husband, White, Male
25041, Never-married, Sales, Own-child, White, Female
25042, Married-civ-spouse, Prof-specialty, Husband, White, Male
25043, Never-married, Exec-managerial, Not-in-family, White, Male
25044, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
25045, Never-married, ?, Own-child, White, Male
25046, Separated, Other-service, Unmarried, White, Female
25047, Never-married, Handlers-cleaners, Not-in-family, White, Male
25048, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female
25049, Married-civ-spouse, Adm-clerical, Wife, Black, Female
25050, Married-civ-spouse, Prof-specialty, Husband, White, Male
25051, Never-married, Sales, Own-child, White, Male
25052, Never-married, Prof-specialty, Not-in-family, White, Male
25053, Married-spouse-absent, Sales, Not-in-family, White, Male
25054, Married-civ-spouse, ?, Husband, Black, Male
25055, Married-civ-spouse, Craft-repair, Husband, White, Male
25056, Married-civ-spouse, Craft-repair, Husband, White, Male
25057, Never-married, ?, Own-child, White, Female
25058, Never-married, Protective-serv, Not-in-family, White, Male
25059, Never-married, Prof-specialty, Own-child, White, Female
25060, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
25061, Married-civ-spouse, ?, Wife, White, Female
25062, Married-civ-spouse, Craft-repair, Husband, White, Male
25063, Married-civ-spouse, Exec-managerial, Husband, White, Male
25064, Married-civ-spouse, Craft-repair, Husband, White, Male
25065, Married-civ-spouse, Transport-moving, Husband, White, Male
25066, Married-civ-spouse, Prof-specialty, Husband, White, Male
25067, Divorced, Craft-repair, Not-in-family, White, Male
25068, Never-married, ?, Own-child, White, Male
25069, Married-civ-spouse, Craft-repair, Husband, White, Male
25070, Married-civ-spouse, Sales, Husband, White, Male
25071, Separated, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female
25072, Widowed, Adm-clerical, Unmarried, White, Female
25073, Married-civ-spouse, Tech-support, Husband, White, Male
25074, Divorced, Prof-specialty, Unmarried, White, Female
25075, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
25076, Separated, Tech-support, Unmarried, White, Female
25077, Never-married, ?, Own-child, White, Male
25078, Never-married, Adm-clerical, Not-in-family, White, Male
25079, Divorced, Other-service, Not-in-family, White, Female
25080, Married-civ-spouse, Adm-clerical, Husband, White, Male
25081, Divorced, Sales, Not-in-family, White, Male
25082, Divorced, Craft-repair, Not-in-family, White, Male
25083, Married-civ-spouse, Sales, Husband, White, Male
25084, Never-married, Sales, Not-in-family, White, Male
25085, Married-civ-spouse, Craft-repair, Husband, White, Male
25086, Married-civ-spouse, Exec-managerial, Husband, White, Male
25087, Divorced, Craft-repair, Not-in-family, White, Female
25088, Married-civ-spouse, Prof-specialty, Husband, White, Male
25089, Married-civ-spouse, Exec-managerial, Husband, White, Male
25090, Married-civ-spouse, Protective-serv, Husband, Black, Male
25091, Never-married, Exec-managerial, Own-child, White, Male
25092, Divorced, Exec-managerial, Not-in-family, White, Female
25093, Never-married, Prof-specialty, Not-in-family, White, Female
25094, Married-civ-spouse, Craft-repair, Husband, White, Male
25095, Never-married, Handlers-cleaners, Not-in-family, Black, Male
25096, Never-married, Prof-specialty, Not-in-family, White, Female
25097, Never-married, Other-service, Own-child, Black, Female
25098, Divorced, Exec-managerial, Not-in-family, White, Male
25099, Divorced, Prof-specialty, Not-in-family, White, Female
25100, Never-married, ?, Not-in-family, White, Female
25101, Separated, Other-service, Unmarried, White, Female
25102, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male
25103, Married-civ-spouse, Transport-moving, Husband, White, Male
25104, Never-married, Transport-moving, Not-in-family, White, Male
25105, Married-civ-spouse, Transport-moving, Husband, White, Male
25106, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male
25107, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
25108, Married-civ-spouse, Prof-specialty, Husband, White, Male
25109, Married-civ-spouse, Prof-specialty, Husband, White, Male
25110, Divorced, Exec-managerial, Unmarried, White, Female
25111, Married-civ-spouse, Prof-specialty, Husband, White, Male
25112, Separated, Other-service, Own-child, Black, Female
25113, Married-civ-spouse, Craft-repair, Husband, White, Male
25114, Never-married, Other-service, Own-child, White, Female
25115, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
25116, Never-married, Prof-specialty, Own-child, Black, Female
25117, Separated, Handlers-cleaners, Not-in-family, Black, Male
25118, Never-married, Machine-op-inspct, Not-in-family, White, Male
25119, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male
25120, Married-civ-spouse, Sales, Husband, White, Male
25121, Married-civ-spouse, Sales, Husband, White, Male
25122, Never-married, Exec-managerial, Not-in-family, White, Female
25123, Married-civ-spouse, ?, Husband, White, Male
25124, Never-married, Sales, Own-child, White, Female
25125, Married-civ-spouse, Adm-clerical, Wife, Black, Female
25126, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female
25127, Married-civ-spouse, Adm-clerical, Husband, White, Male
25128, Never-married, Handlers-cleaners, Own-child, White, Male
25129, Never-married, Adm-clerical, Unmarried, White, Female
25130, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
25131, Married-AF-spouse, Transport-moving, Husband, White, Male
25132, Divorced, Other-service, Not-in-family, White, Female
25133, Divorced, Prof-specialty, Unmarried, White, Female
25134, Never-married, Exec-managerial, Not-in-family, Black, Female
25135, Never-married, ?, Own-child, White, Male
25136, Married-civ-spouse, Prof-specialty, Wife, White, Female
25137, Divorced, Handlers-cleaners, Not-in-family, White, Male
25138, Divorced, Sales, Not-in-family, Black, Male
25139, Never-married, Sales, Own-child, White, Female
25140, Married-civ-spouse, Tech-support, Husband, White, Male
25141, Never-married, Protective-serv, Other-relative, Asian-Pac-Islander, Male
25142, Married-civ-spouse, Craft-repair, Husband, White, Male
25143, Married-civ-spouse, Other-service, Husband, White, Male
25144, Married-civ-spouse, Protective-serv, Husband, White, Male
25145, Divorced, Handlers-cleaners, Not-in-family, White, Male
25146, Married-civ-spouse, Other-service, Husband, White, Male
25147, Married-civ-spouse, Farming-fishing, Husband, White, Male
25148, Married-civ-spouse, Prof-specialty, Husband, White, Male
25149, Married-civ-spouse, Prof-specialty, Husband, White, Male
25150, Never-married, Farming-fishing, Not-in-family, White, Male
25151, Never-married, Exec-managerial, Not-in-family, White, Male
25152, Married-civ-spouse, Prof-specialty, Wife, White, Female
25153, Married-civ-spouse, Prof-specialty, Husband, White, Male
25154, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female
25155, Married-civ-spouse, Craft-repair, Husband, White, Male
25156, Married-civ-spouse, Prof-specialty, Husband, White, Male
25157, Married-civ-spouse, Adm-clerical, Husband, White, Male
25158, Never-married, Adm-clerical, Own-child, White, Female
25159, Divorced, Craft-repair, Unmarried, Black, Male
25160, Separated, Transport-moving, Not-in-family, White, Male
25161, Married-civ-spouse, Sales, Husband, White, Male
25162, Married-civ-spouse, Sales, Husband, White, Male
25163, Never-married, Other-service, Own-child, White, Male
25164, Married-civ-spouse, ?, Husband, White, Male
25165, Never-married, Sales, Own-child, White, Male
25166, Never-married, Tech-support, Not-in-family, White, Male
25167, Married-civ-spouse, Sales, Husband, White, Male
25168, Never-married, Sales, Own-child, White, Female
25169, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female
25170, Never-married, Other-service, Own-child, White, Male
25171, Never-married, Other-service, Not-in-family, White, Male
25172, Married-civ-spouse, Craft-repair, Husband, White, Male
25173, Married-civ-spouse, Craft-repair, Husband, White, Male
25174, Divorced, Other-service, Unmarried, White, Female
25175, Married-civ-spouse, Craft-repair, Husband, White, Male
25176, Married-civ-spouse, Exec-managerial, Husband, White, Male
25177, Married-civ-spouse, Protective-serv, Husband, White, Male
25178, Never-married, Sales, Not-in-family, White, Female
25179, Never-married, Prof-specialty, Not-in-family, White, Male
25180, Never-married, Sales, Own-child, White, Male
25181, Married-civ-spouse, Adm-clerical, Wife, White, Female
25182, Never-married, Farming-fishing, Other-relative, Black, Male
25183, Never-married, Exec-managerial, Not-in-family, White, Male
25184, Never-married, Machine-op-inspct, Own-child, White, Male
25185, Never-married, Adm-clerical, Not-in-family, White, Female
25186, Never-married, Exec-managerial, Not-in-family, Black, Female
25187, Married-civ-spouse, ?, Husband, White, Male
25188, Married-civ-spouse, Handlers-cleaners, Husband, White, Male
25189, Married-civ-spouse, Transport-moving, Husband, White, Male
25190, Divorced, Exec-managerial, Not-in-family, White, Female
25191, Married-civ-spouse, Craft-repair, Husband, White, Male
25192, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
25193, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female
25194, Never-married, Craft-repair, Not-in-family, White, Male
25195, Never-married, Prof-specialty, Not-in-family, White, Male
25196, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male
25197, Married-spouse-absent, Exec-managerial, Unmarried, White, Male
25198, Married-civ-spouse, Craft-repair, Husband, White, Male
25199, Never-married, Prof-specialty, Not-in-family, White, Female
25200, Never-married, Other-service, Not-in-family, White, Male
25201, Married-spouse-absent, Transport-moving, Own-child, White, Male
25202, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
25203, Never-married, Farming-fishing, Not-in-family, White, Male
25204, Never-married, Sales, Own-child, White, Female
25205, Married-civ-spouse, Exec-managerial, Husband, White, Male
25206, Never-married, Transport-moving, Own-child, Black, Male
25207, Divorced, Adm-clerical, Unmarried, White, Female
25208, Never-married, Adm-clerical, Not-in-family, White, Female
25209, Never-married, ?, Unmarried, Black, Female
25210, Married-civ-spouse, Transport-moving, Husband, White, Male
25211, Never-married, Prof-specialty, Not-in-family, Black, Male
